id,X,input,output,out_i,rules
1,2,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,3,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,4,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,5,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,6,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,7,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,8,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,9,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,10,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,11,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,12,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,13,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,14,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,15,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,16,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,17,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,18,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
1,19,0_-4_2_7_15,0_-4_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,7,1000101010001001_010_000000
2,0,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,2,0000011120101000_010_100000
2,1,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,4,0000011120101000_010_100000
2,2,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,3,0000011120101000_010_100000
2,3,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,3,0000011120101000_010_100000
2,4,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,5,0000011120101000_010_100000
2,5,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,6,0000011120101000_010_100000
2,6,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,7,0000011120101000_010_100000
2,7,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,8,0000011120101000_010_100000
2,8,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,9,0000011120101000_010_100000
2,9,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,10,0000011120101000_010_100000
2,10,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,11,0000011120101000_010_100000
2,11,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,12,0000011120101000_010_100000
2,12,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,13,0000011120101000_010_100000
2,13,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,14,0000011120101000_010_100000
2,14,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,15,0000011120101000_010_100000
2,15,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,16,0000011120101000_010_100000
2,16,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,17,0000011120101000_010_100000
2,17,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,18,0000011120101000_010_100000
2,18,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,19,0000011120101000_010_100000
2,19,2_4_3_3_5,2_4_3_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20,20,0000011120101000_010_100000
3,0,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,2,0000010020111100_010_100000
3,1,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,4,0000010020111100_010_100000
3,2,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,3,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,4,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,5,0000010020111100_010_100000
3,5,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,6,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,7,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,8,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,9,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,10,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,11,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,12,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,13,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,14,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,15,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,16,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,17,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,18,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
3,19,2_4_3_3_5,2_4_3_3_5_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,3,0000010020111100_010_100000
4,0,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,2,0000011100111100_010_100000
4,1,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,4,0000011100111100_010_100000
4,2,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,3,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,4,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,5,0000011100111100_010_100000
4,5,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,6,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,7,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,5,0000011100111100_010_100000
4,8,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,9,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,10,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,5,0000011100111100_010_100000
4,11,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,12,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,13,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,5,0000011100111100_010_100000
4,14,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,15,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,16,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,5,0000011100111100_010_100000
4,17,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,18,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,3,0000011100111100_010_100000
4,19,2_4_3_3_5,2_4_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5_3_3_5,5,0000011100111100_010_100000
5,0,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,2,0000010110121000_010_010000
5,1,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,4,0000010110121000_010_010000
5,2,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,3,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,4,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,5,0000010110121000_010_010000
5,5,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,6,0000010110121000_010_010000
5,6,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,7,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,8,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,9,0000010110121000_010_010000
5,9,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,10,0000010110121000_010_010000
5,10,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,11,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,12,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,13,0000010110121000_010_010000
5,13,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,14,0000010110121000_010_010000
5,14,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,15,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,16,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,17,0000010110121000_010_010000
5,17,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,18,0000010110121000_010_010000
5,18,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
5,19,2_4_3_3_5,2_4_3_3_5_6_3_3_9_10_3_3_13_14_3_3_17_18_3_3,3,0000010110121000_010_010000
6,0,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,2,0000011110111000_010_100000
6,1,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,4,0000011110111000_010_100000
6,2,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,3,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,4,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,5,0000011110111000_010_100000
6,5,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,6,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,7,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,8,0000011110111000_010_100000
6,8,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,9,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,10,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,11,0000011110111000_010_100000
6,11,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,12,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,13,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,14,0000011110111000_010_100000
6,14,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,15,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,16,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,17,0000011110111000_010_100000
6,17,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,18,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,3,0000011110111000_010_100000
6,19,2_4_3_3_5,2_4_3_3_5_3_3_8_3_3_11_3_3_14_3_3_17_3_3_20,20,0000011110111000_010_100000
7,0,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,2,0000011110111000_010_010000
7,1,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,4,0000011110111000_010_010000
7,2,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,3,0000011110111000_010_010000
7,3,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,3,0000011110111000_010_010000
7,4,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,5,0000011110111000_010_010000
7,5,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,6,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,7,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,8,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,9,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,10,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,11,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,12,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,13,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,14,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,15,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,16,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,17,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,18,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
7,19,2_4_3_3_5,2_4_3_3_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,6,0000011110111000_010_010000
8,0,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-2,0101111110110100_001_010000
8,1,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,2,0101111110110100_001_010000
8,2,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,3,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-2,0101111110110100_001_010000
8,4,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,2,0101111110110100_001_010000
8,5,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,6,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-2,0101111110110100_001_010000
8,7,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,2,0101111110110100_001_010000
8,8,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,9,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-2,0101111110110100_001_010000
8,10,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,2,0101111110110100_001_010000
8,11,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,12,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,3,0101111110110100_001_010000
8,13,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,14,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-2,0101111110110100_001_010000
8,15,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,2,0101111110110100_001_010000
8,16,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,17,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,3,0101111110110100_001_010000
8,18,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,-1,0101111110110100_001_010000
8,19,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3,3,0101111110110100_001_010000
9,0,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-2,0101111110111000_001_010000
9,1,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,2,0101111110111000_001_010000
9,2,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-1,0101111110111000_001_010000
9,3,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-2,0101111110111000_001_010000
9,4,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,2,0101111110111000_001_010000
9,5,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-1,0101111110111000_001_010000
9,6,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-2,0101111110111000_001_010000
9,7,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,2,0101111110111000_001_010000
9,8,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-1,0101111110111000_001_010000
9,9,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,3,0101111110111000_001_010000
9,10,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-1,0101111110111000_001_010000
9,11,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-2,0101111110111000_001_010000
9,12,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,2,0101111110111000_001_010000
9,13,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,-1,0101111110111000_001_010000
9,14,-2_-3_-2_2_-1,-2_2_-1_-2_2_-1_-2_2_-1_3_-1_-2_2_-1_3_-1_3_-1_3_-1,3,0101111110111000_001_010000
